id,first_name,last_name,gender,date_of_birth,Age,Age_Group,city,state
886,Evelyn,Collins,F,2014-09-23,9,Pre-Teen,Crystal Hill,Virginia
921,Evelyn,Lewis,F,2010-09-19,13,Teen and Older,Caliente,Nevada
982,Evelyn,Hughes,F,2010-10-03,13,Teen and Older,Rehobeth,Maryland
169,Gabriel,Thompson,M,2012-12-05,11,Pre-Teen,Maysel,West Virginia
279,Gabriel,King,M,2011-07-07,12,Pre-Teen,Albuquerque,New Mexico
416,Gabriel,Lee,M,2010-11-11,13,Teen and Older,Puckett,Mississippi
541,Gabriel,Johnson,M,2018-07-20,5,Junior,Readyville,Tennessee
808,Gabriel,Powell,M,2022-10-18,1,Baby,Alvaton,Kentucky
827,Gabriel,Alexander,M,2016-06-15,7,Junior,Kansas City,Missouri
868,Gabriel,Sanders,M,2017-03-12,7,Junior,Marysville,Washington
582,Grace,Rivera,F,2019-05-28,5,Junior,Ellsworth,Iowa
848,Grace,Lewis,F,2013-07-15,10,Pre-Teen,Vanderbilt,Michigan
899,Grace,Coleman,F,2023-06-22,0,Baby,Halbur,Iowa
245,Haley,Walker,F,2013-04-05,11,Pre-Teen,Tarlton,Ohio
362,Haley,Perry,F,2020-11-17,3,Baby,Goldvein,Virginia
453,Haley,Alexander,F,2012-08-13,11,Pre-Teen,Sioux City,Iowa
461,Haley,Morris,F,2011-02-27,13,Teen and Older,Rising Fawn,Georgia
673,Haley,Long,F,2015-12-24,8,Pre-Teen,Glen Richey,Pennsylvania
814,Haley,Brown,F,2010-07-10,13,Teen and Older,Dallas,Texas
914,Haley,Peterson,F,2014-02-20,10,Pre-Teen,Grace City,North Dakota
21,Hannah,Perez,F,2013-12-11,10,Pre-Teen,Woodlawn,Virginia
157,Hannah,Foster,F,2022-11-10,1,Baby,Kissimmee,Florida
286,Hannah,Miller,F,2011-02-06,13,Teen and Older,Sheridan,Oregon
349,Hannah,Howard,F,2016-07-01,7,Junior,Boulder,Colorado
418,Hannah,Sanders,F,2022-11-18,1,Baby,Antwerp,Ohio
491,Hannah,Carter,F,2011-02-02,13,Teen and Older,Sharon,North Dakota
624,Hannah,Simmons,F,2020-01-14,4,Junior,Denham Springs,Louisiana
805,Hannah,Morgan,F,2017-03-07,7,Junior,The Dalles,Oregon
958,Hannah,Martinez,F,2010-09-14,13,Teen and Older,Lodi,Missouri
109,Heather,Cooper,F,2011-02-19,13,Teen and Older,Auburndale,Massachusetts
210,Heather,Foster,F,2011-07-14,12,Pre-Teen,Kenova,West Virginia
275,Heather,Thomas,F,2010-04-09,14,Teen and Older,Trenton,New Jersey
348,Heather,Gray,F,2013-11-07,10,Pre-Teen,Garland,North Carolina
495,Heather,Johnson,F,2012-12-31,11,Pre-Teen,Leroy,Pennsylvania
511,Heather,Rogers,F,2014-06-28,9,Pre-Teen,Agency,Iowa
633,Heather,Flores,F,2016-01-01,8,Pre-Teen,Rockbridge,Ohio
802,Heather,James,F,2010-02-23,14,Teen and Older,Ochopee,Florida
876,Heather,Clark,F,2021-12-20,2,Baby,Gateway,Arkansas
976,Heather,Turner,F,2020-02-13,4,Junior,Ogallah,Kansas
513,Henry,Gonzales,M,2013-02-22,11,Pre-Teen,Leary,Georgia
516,Henry,Hernandez,M,2010-06-20,13,Teen and Older,Townsend,Delaware
521,Henry,Brown,M,2022-05-28,2,Baby,Anaconda,Montana
784,Henry,Stewart,M,2012-09-15,11,Pre-Teen,Cecilia,Louisiana
829,Henry,Campbell,M,2022-12-06,1,Baby,Cambridge,New York
118,Isaac,Flores,M,2019-10-08,4,Junior,Washburn,Illinois
304,Isaac,Stewart,M,2018-11-13,5,Junior,Warren,Michigan
350,Isaac,Bryant,M,2012-07-16,11,Pre-Teen,Edgewater,New Jersey
413,Isaac,Edwards,M,2015-05-26,9,Pre-Teen,Tangier,Virginia
452,Isaac,Garcia,M,2022-05-14,2,Baby,Trujillo Alto,Puerto Rico
556,Isaac,Flores,M,2022-11-24,1,Baby,Derby Line,Vermont
750,Isaac,Morris,M,2024-02-03,0,Baby,Moran,Texas
850,Isaac,White,M,2019-08-19,4,Junior,Onekama,Michigan
856,Isaac,Cook,M,2022-08-04,1,Baby,Watson,Illinois
881,Isaac,Ross,M,2013-10-17,10,Pre-Teen,Monte Rio,California
904,Isaac,Adams,M,2015-08-24,8,Pre-Teen,Terral,Oklahoma
156,Isabella,Bryant,F,2010-05-28,14,Teen and Older,Shreveport,Louisiana
230,Isabella,Ross,F,2021-04-15,3,Baby,Swansea,South Carolina
254,Isabella,Hayes,F,2015-03-25,9,Pre-Teen,Hialeah,Florida
269,Isabella,Phillips,F,2020-01-15,4,Junior,Stratton,Ohio
297,Isabella,Brooks,F,2022-04-20,2,Baby,Pantego,North Carolina
450,Isabella,Kelly,F,2011-03-13,13,Teen and Older,Hanamaulu,Hawaii
839,Isabella,Patterson,F,2019-07-05,4,Junior,Biloxi,Mississippi
911,Isabella,King,F,2022-08-15,1,Baby,Winona Lake,Indiana
949,Isabella,Cook,F,2023-07-22,0,Baby,Nice,California
25,Jack,Lee,M,2011-09-30,12,Pre-Teen,Bim,West Virginia
190,Jack,Russell,M,2022-05-02,2,Baby,Springville,Pennsylvania
240,Jack,Young,M,2018-03-21,6,Junior,Williams,South Carolina
316,Jack,Martin,M,2022-07-17,1,Baby,Washington,District of Columbia
528,Jack,Cooper,M,2021-11-09,2,Baby,Sheldon,Wisconsin
536,Jack,Hall,M,2023-08-23,0,Baby,Montrose,Illinois
884,Jack,Sanchez,M,2014-10-25,9,Pre-Teen,Des Moines,Iowa
52,James,Lee,M,2011-06-14,12,Pre-Teen,Equality,Illinois
113,James,Powell,M,2017-02-23,7,Junior,Lake Clear,New York
125,James,Reed,M,2017-11-19,6,Junior,San Jose,California
272,James,Collins,M,2021-02-07,3,Baby,Clovis,New Mexico
419,James,Washington,M,2014-09-24,9,Pre-Teen,Rockport,Illinois
487,James,Jones,M,2022-06-11,1,Baby,Muscatine,Illinois
605,James,Barnes,M,2019-05-12,5,Junior,Fruitvale,Texas
619,James,Watson,M,2017-06-07,6,Junior,Oklahoma City,Oklahoma
666,James,Henderson,M,2018-12-06,5,Junior,San Jose,California
860,James,Brooks,M,2017-08-24,6,Junior,Henrietta,New York
924,James,Diaz,M,2012-03-17,12,Pre-Teen,McCaulley,Texas
75,Jasmine,Gray,F,2014-05-13,10,Pre-Teen,Brinkhaven,Ohio
122,Jasmine,Ramirez,F,2018-01-08,6,Junior,Hooven,Ohio
255,Jasmine,Ross,F,2020-03-10,4,Junior,Ridgewood,New York
405,Jasmine,Ross,F,2019-03-13,5,Junior,Wichita,Kansas
434,Jasmine,Jenkins,F,2018-05-08,6,Junior,Fingerville,South Carolina
758,Jasmine,Taylor,F,2023-03-03,1,Baby,Scotia,Nebraska
2,Jason,Clark,M,2012-08-10,11,Pre-Teen,Pine Top,Kentucky
86,Jason,Richardson,M,2011-03-29,13,Teen and Older,Gandeeville,West Virginia
446,Jason,Rodriguez,M,2020-03-13,4,Junior,Lake Benton,Minnesota
561,Jason,Stewart,M,2023-02-14,1,Baby,Lakeport,California
684,Jason,Peterson,M,2012-11-03,11,Pre-Teen,Huson,Montana
794,Jason,Griffin,M,2022-11-26,1,Baby,Honolulu,Hawaii
930,Jason,King,M,2021-01-15,3,Baby,Dallas,Georgia
960,Jason,Jenkins,M,2015-06-15,8,Pre-Teen,Otto,North Carolina
961,Jason,Griffin,M,2011-03-21,13,Teen and Older,Tracyton,Washington
126,Jennifer,Mitchell,F,2013-07-28,10,Pre-Teen,Sumava Resorts,Indiana
198,Jennifer,Moore,F,2022-04-09,2,Baby,Webster,Indiana
321,Jennifer,Brooks,F,2010-02-15,14,Teen and Older,Mayslick,Kentucky
354,Jennifer,White,F,2018-06-29,5,Junior,Kaleva,Michigan
502,Jennifer,Campbell,F,2013-08-01,10,Pre-Teen,Coleman,Texas
627,Jennifer,Smith,F,2023-06-07,0,Baby,Woodside,Delaware
729,Jennifer,Campbell,F,2014-03-16,10,Pre-Teen,Archbald,Pennsylvania
932,Jennifer,Baker,F,2021-12-24,2,Baby,Rooseveltown,New York
1,Jeremy,Washington,M,2014-08-30,9,Pre-Teen,Pittsburgh,Pennsylvania
183,Jeremy,Reed,M,2023-07-27,0,Baby,Westmoreland,Kansas
237,Jeremy,Kelly,M,2012-02-16,12,Pre-Teen,Southern Pines,North Carolina
347,Jeremy,Foster,M,2019-03-10,5,Junior,Warsaw,Ohio
171,Jessica,Rivera,F,2012-08-11,11,Pre-Teen,Washington,District of Columbia
236,Jessica,Hayes,F,2023-11-04,0,Baby,Lentner,Missouri
283,Jessica,Campbell,F,2015-08-12,8,Pre-Teen,Toone,Tennessee
290,Jessica,Wood,F,2021-12-15,2,Baby,North Street,Michigan
499,Jessica,Russell,F,2010-09-01,13,Teen and Older,Wilkes Barre,Pennsylvania
680,Jessica,Lewis,F,2020-08-04,3,Baby,Arlington,Texas
733,Jessica,Hernandez,F,2018-11-30,5,Junior,South Greenfield,Missouri
981,Jessica,Torres,F,2019-04-13,5,Junior,Johnson City,Tennessee
1000,Jessica,Peterson,F,2019-03-27,5,Junior,Saint Paul,Minnesota
16,John,Clark,M,2010-06-16,13,Teen and Older,Anchorage,Alaska
302,John,Hughes,M,2011-03-01,13,Teen and Older,Schuylkill Haven,Pennsylvania
375,John,Ward,M,2012-01-07,12,Pre-Teen,Fair Haven,Vermont
417,John,Campbell,M,2016-11-17,7,Junior,Arlington,Iowa
508,John,James,M,2018-07-05,5,Junior,San Antonio,Texas
701,John,Perez,M,2019-05-04,5,Junior,Lascassas,Tennessee
705,John,Mitchell,M,2014-07-01,9,Pre-Teen,Orangeburg,South Carolina
718,John,Hall,M,2011-04-05,13,Teen and Older,Dubre,Kentucky
759,John,Alexander,M,2016-02-24,8,Pre-Teen,Coldwater,Ohio
918,John,Cox,M,2015-01-01,9,Pre-Teen,El Mirage,Arizona
983,John,Diaz,M,2018-03-20,6,Junior,Knoxville,Tennessee
481,Jonathan,Jenkins,M,2014-08-07,9,Pre-Teen,Mill Shoals,Illinois
657,Jonathan,Ross,M,2019-04-26,5,Junior,West Palm Beach,Florida
703,Jonathan,Russell,M,2018-05-31,6,Junior,Waves,North Carolina
893,Jonathan,Murphy,M,2020-03-10,4,Junior,Champlain,New York
957,Jonathan,Anderson,M,2021-08-21,2,Baby,Dunmor,Kentucky
11,Jose,Reed,M,2011-12-02,12,Pre-Teen,Henderson,Nevada
73,Jose,Cooper,M,2016-01-15,8,Pre-Teen,Louisville,Kansas
114,Jose,Cooper,M,2023-10-27,0,Baby,Houma,Louisiana
153,Jose,Kelly,M,2014-08-21,9,Pre-Teen,Oxford,New York
327,Jose,Murphy,M,2018-08-03,5,Junior,Middletown,Connecticut
336,Jose,Allen,M,2018-04-26,6,Junior,Cragsmoor,New York
866,Jose,Diaz,M,2010-01-31,14,Teen and Older,Jonesville,Louisiana
920,Jose,Sanchez,M,2014-11-06,9,Pre-Teen,Fairfield,Texas
12,Joseph,Torres,M,2019-12-06,4,Junior,San Bernardino,California
203,Joseph,Lopez,M,2015-01-07,9,Pre-Teen,Pontiac,Illinois
206,Joseph,Morris,M,2015-03-07,9,Pre-Teen,Springville,New York
490,Joseph,Roberts,M,2020-01-09,4,Junior,Mobile,Alabama
583,Joseph,Murphy,M,2014-07-14,9,Pre-Teen,Pioneer,Ohio
599,Joseph,Coleman,M,2013-05-30,11,Pre-Teen,Juncos,Puerto Rico
677,Joseph,Jones,M,2017-05-01,7,Junior,Roswell,New Mexico
747,Joseph,James,M,2018-03-06,6,Junior,Upper Fairmount,Maryland
939,Joseph,Watson,M,2018-08-17,5,Junior,Tipton,Kansas
76,Joshua,Williams,M,2015-01-04,9,Pre-Teen,Menominee,Michigan
90,Joshua,Bennett,M,2010-10-19,13,Teen and Older,Urbandale,Iowa
154,Joshua,Williams,M,2020-08-23,3,Baby,Mims,Florida
216,Joshua,Gray,M,2012-07-18,11,Pre-Teen,Saint Leo,Florida
470,Joshua,Cook,M,2020-04-25,4,Junior,Chestnut Mountain,Georgia
544,Joshua,Richardson,M,2011-11-17,12,Pre-Teen,Dayton,Ohio
553,Joshua,Adams,M,2014-08-16,9,Pre-Teen,Valley Forge,Pennsylvania
596,Joshua,Adams,M,2022-09-24,1,Baby,New York,New York
643,Joshua,Brown,M,2016-02-15,8,Pre-Teen,Cando,North Dakota
817,Joshua,Reed,M,2020-04-27,4,Junior,Amarillo,Texas
864,Joshua,Wright,M,2021-06-19,2,Baby,Lake Worth,Florida
872,Joshua,Kelly,M,2013-06-26,10,Pre-Teen,Perry,Pennsylvania
937,Joshua,Harris,M,2023-01-23,1,Baby,Saint Petersburg,Florida
984,Joshua,James,M,2016-02-12,8,Pre-Teen,Cleveland,Mississippi
996,Joshua,Coleman,M,2013-06-07,10,Pre-Teen,Ruckersville,Virginia
7,Julian,Turner,M,2021-05-20,3,Baby,Dearing,Georgia
30,Julian,Wilson,M,2013-02-03,11,Pre-Teen,Wewoka,Oklahoma
308,Julian,Moore,M,2022-02-05,2,Baby,Urania,Louisiana
874,Julian,Evans,M,2021-08-12,2,Baby,Heidrick,Kentucky
875,Julian,Williams,M,2018-05-17,6,Junior,Tulsa,Oklahoma
497,Justin,Morgan,M,2016-12-16,7,Junior,Pomfret Center,Connecticut
581,Justin,Cox,M,2022-09-06,1,Baby,Willow,Alaska
688,Justin,Simmons,M,2013-01-07,11,Pre-Teen,Jarvisburg,North Carolina
716,Justin,Rodriguez,M,2010-01-12,14,Teen and Older,Grand Rapids,Michigan
898,Justin,Adams,M,2014-03-04,10,Pre-Teen,Fredonia,Pennsylvania
912,Justin,Williams,M,2012-09-06,11,Pre-Teen,Ashland,Massachusetts
934,Justin,Robinson,M,2013-09-04,10,Pre-Teen,Saint Johns,Pennsylvania
965,Justin,Hernandez,M,2020-06-29,3,Baby,Russellton,Pennsylvania
184,Kaitlyn,Perry,F,2018-10-08,5,Junior,Marienville,Pennsylvania
396,Kaitlyn,Stewart,F,2015-08-18,8,Pre-Teen,Tamworth,New Hampshire
457,Kaitlyn,Peterson,F,2018-05-26,6,Junior,Spokane,Washington
647,Kaitlyn,Stewart,F,2020-10-22,3,Baby,New Germany,Minnesota
711,Kaitlyn,Roberts,F,2012-07-06,11,Pre-Teen,Tarentum,Pennsylvania
738,Kaitlyn,Mitchell,F,2018-06-12,5,Junior,Yulee,Florida
741,Kaitlyn,Sanders,F,2013-03-12,11,Pre-Teen,Levelland,Texas
163,Katherine,Young,F,2015-11-13,8,Pre-Teen,Olema,California
164,Katherine,Perry,F,2021-10-22,2,Baby,Fiskeville,Rhode Island
186,Katherine,Diaz,F,2010-08-31,13,Teen and Older,Odessa,Texas
342,Katherine,Wilson,F,2020-12-09,3,Baby,Manlius,New York
356,Katherine,Adams,F,2011-09-16,12,Pre-Teen,Woodlawn,Tennessee
382,Katherine,Washington,F,2016-09-20,7,Junior,Memphis,Tennessee
433,Katherine,Jones,F,2023-07-23,0,Baby,Alcalde,New Mexico
537,Katherine,Martin,F,2015-12-26,8,Pre-Teen,Wilkes Barre,Pennsylvania
555,Katherine,Parker,F,2020-12-17,3,Baby,Metz,Missouri
846,Katherine,Wilson,F,2010-01-20,14,Teen and Older,Poultney,Vermont
913,Katherine,Simmons,F,2012-03-28,12,Pre-Teen,Gazelle,California
923,Katherine,Patterson,F,2010-10-28,13,Teen and Older,Raleigh,West Virginia
966,Katherine,Foster,F,2022-04-22,2,Baby,Charleston,South Carolina
37,Kayla,Phillips,F,2018-05-26,6,Junior,New Orleans,Louisiana
110,Kayla,Torres,F,2016-08-24,7,Junior,Huntsville,Alabama
258,Kayla,Foster,F,2016-08-25,7,Junior,Mccutcheon Field,North Carolina
293,Kayla,Sanchez,F,2013-01-08,11,Pre-Teen,Gowanda,New York
420,Kayla,Bailey,F,2017-04-28,7,Junior,Holbrook,New York
520,Kayla,Alexander,F,2015-08-03,8,Pre-Teen,Spirit Lake,Iowa
597,Kayla,Diaz,F,2015-11-22,8,Pre-Teen,Mashpee,Massachusetts
632,Kayla,Evans,F,2010-08-16,13,Teen and Older,San Marcos,Texas
637,Kayla,Evans,F,2010-03-19,14,Teen and Older,Morrill,Maine
855,Kayla,Phillips,F,2016-11-20,7,Junior,Vero Beach,Florida
887,Kayla,Russell,F,2015-12-13,8,Pre-Teen,Phoenix,Arizona
13,Kelsey,Taylor,F,2012-11-19,11,Pre-Teen,New Haven,Connecticut
736,Kelsey,Morgan,F,2020-09-19,3,Baby,Montpelier,Idaho
744,Kelsey,Turner,F,2010-09-10,13,Teen and Older,Belle Valley,Ohio
776,Kelsey,Johnson,F,2015-09-06,8,Pre-Teen,East Berlin,Connecticut
791,Kelsey,Cook,F,2019-07-17,4,Junior,Tampa,Florida
111,Kevin,Griffin,M,2010-05-09,14,Teen and Older,East Dover,Vermont
280,Kevin,Jones,M,2015-10-28,8,Pre-Teen,Rock Falls,Illinois
371,Kevin,Edwards,M,2017-05-23,7,Junior,Fairfax,Missouri
415,Kevin,Lopez,M,2019-05-24,5,Junior,Kansas City,Missouri
486,Kevin,Ramirez,M,2010-11-07,13,Teen and Older,Salt Lake City,Utah
525,Kevin,Kelly,M,2019-08-22,4,Junior,Bovina,Texas
602,Kevin,Garcia,M,2014-10-04,9,Pre-Teen,Wadley,Alabama
980,Kevin,Collins,M,2011-01-26,13,Teen and Older,Camp,Arkansas
17,Kimberly,Hall,F,2016-08-03,7,Junior,Carthage,Illinois
70,Kimberly,Jackson,F,2016-12-21,7,Junior,Berkeley,California
132,Kimberly,Ross,F,2019-09-03,4,Junior,Remote,Oregon
505,Kimberly,Evans,F,2018-10-03,5,Junior,Forbes Road,Pennsylvania
714,Kimberly,Barnes,F,2017-02-03,7,Junior,Rockford,Illinois
761,Kimberly,Brooks,F,2017-05-07,7,Junior,Harrold,South Dakota
859,Kimberly,Jones,F,2016-11-18,7,Junior,Hartford,Connecticut
942,Kimberly,Ramirez,F,2010-12-25,13,Teen and Older,Erieville,New York
977,Kimberly,Butler,F,2016-02-20,8,Pre-Teen,Wyoming,Rhode Island
995,Kimberly,Perry,F,2022-02-27,2,Baby,Summit Argo,Illinois
46,Kyle,Gonzales,M,2013-05-23,11,Pre-Teen,Chaparral,New Mexico
167,Kyle,Hernandez,M,2015-01-30,9,Pre-Teen,Sneedville,Tennessee
180,Kyle,Diaz,M,2022-03-22,2,Baby,Boomer,West Virginia
247,Kyle,Anderson,M,2015-04-07,9,Pre-Teen,Raynham,Massachusetts
288,Kyle,Washington,M,2021-10-19,2,Baby,North River,New York
295,Kyle,Lee,M,2017-06-25,6,Junior,Windsor,Ohio
328,Kyle,Perry,M,2022-08-30,1,Baby,Rio Grande,Ohio
339,Kyle,Watson,M,2012-06-19,11,Pre-Teen,Princeton,Oregon
384,Kyle,Mitchell,M,2022-05-28,2,Baby,Lolo,Montana
621,Kyle,Alexander,M,2011-04-24,13,Teen and Older,Cincinnati,Ohio
745,Kyle,Henderson,M,2019-05-19,5,Junior,Nashville,Indiana
785,Kyle,Lopez,M,2012-05-29,12,Pre-Teen,Hazel,South Dakota
891,Kyle,Phillips,M,2020-03-21,4,Junior,Ladson,South Carolina
947,Kyle,Robinson,M,2022-05-27,2,Baby,Old Town,Florida
158,Laura,Morgan,F,2015-03-16,9,Pre-Teen,Camarillo,California
191,Laura,Martinez,F,2011-07-15,12,Pre-Teen,Hillsboro,Texas
199,Laura,Powell,F,2020-08-10,3,Baby,Voltaire,North Dakota
287,Laura,Lee,F,2021-02-01,3,Baby,Oxford,Florida
310,Laura,Ross,F,2021-07-12,2,Baby,Farrell,Pennsylvania
311,Laura,Price,F,2012-05-14,12,Pre-Teen,Cuero,Texas
535,Laura,Rodriguez,F,2021-12-02,2,Baby,Schuyler,Virginia
743,Laura,Torres,F,2018-12-16,5,Junior,Seiling,Oklahoma
85,Lauren,Martinez,F,2021-02-01,3,Baby,Concord,Vermont
436,Lauren,Morgan,F,2017-05-23,7,Junior,Kimmswick,Missouri
527,Lauren,Turner,F,2015-04-27,9,Pre-Teen,Wyola,Montana
650,Lauren,Martin,F,2012-01-31,12,Pre-Teen,Mount Vernon,Iowa
775,Lauren,Perry,F,2015-07-03,8,Pre-Teen,Rockford,Illinois
787,Lauren,Ward,F,2012-10-06,11,Pre-Teen,Spokane,Washington
919,Lauren,King,F,2021-08-22,2,Baby,Devine,Texas
182,Layla,Mitchell,F,2013-06-03,11,Pre-Teen,Hyattville,Wyoming
351,Layla,Green,F,2023-10-18,0,Baby,Hickman,Kentucky
398,Layla,Miller,F,2014-12-25,9,Pre-Teen,Scranton,Pennsylvania
426,Layla,Young,F,2020-06-16,3,Baby,McQuady,Kentucky
604,Layla,Washington,F,2021-07-06,2,Baby,Barronett,Wisconsin
843,Layla,Powell,F,2012-05-14,12,Pre-Teen,New Britain,Connecticut
909,Layla,Patterson,F,2021-03-03,3,Baby,Newark,New Jersey
27,Lillian,Lopez,F,2019-10-28,4,Junior,Old Lyme,Connecticut
105,Lillian,Scott,F,2023-09-01,0,Baby,Adamstown,Maryland
358,Lillian,Price,F,2015-05-23,9,Pre-Teen,Longville,Louisiana
386,Lillian,Perez,F,2011-10-05,12,Pre-Teen,Humphrey,Arkansas
713,Lillian,Williams,F,2018-10-14,5,Junior,Westlake,Ohio
717,Lillian,Ramirez,F,2016-10-29,7,Junior,Canaan,Maine
836,Lillian,James,F,2019-05-15,5,Junior,Lake City,Florida
926,Lillian,Davis,F,2021-12-20,2,Baby,Lake City,Pennsylvania
333,Maria,Wright,F,2022-07-27,1,Baby,Hayward,California
366,Maria,Perez,F,2014-08-21,9,Pre-Teen,Kell,Illinois
379,Maria,Foster,F,2010-08-22,13,Teen and Older,New Freedom,Pennsylvania
489,Maria,Ramirez,F,2020-06-23,3,Baby,Blytheville,Arkansas
910,Maria,Perry,F,2010-02-19,14,Teen and Older,Unadilla,New York
946,Maria,Morgan,F,2010-11-18,13,Teen and Older,Willow Beach,Arizona
989,Maria,Sanders,F,2021-03-12,3,Baby,Earl Park,Indiana
44,Mark,Bailey,M,2018-07-09,5,Junior,Gunnison,Colorado
64,Mark,Ramirez,M,2010-11-15,13,Teen and Older,Hinckley,Minnesota
135,Mark,Green,M,2020-04-22,4,Junior,Klamath Falls,Oregon
160,Mark,Griffin,M,2012-04-15,12,Pre-Teen,Pittsfield,Maine
292,Mark,Diaz,M,2023-05-01,1,Baby,Hampton,Illinois
385,Mark,Collins,M,2012-06-15,11,Pre-Teen,White Hall,Maryland
467,Mark,Collins,M,2016-04-23,8,Pre-Teen,Argyle,Iowa
755,Mark,Long,M,2020-06-30,3,Baby,Punta Gorda,Florida
792,Mark,Carter,M,2017-01-14,7,Junior,Athens,Alabama
917,Mark,King,M,2012-01-24,12,Pre-Teen,Rosebud,South Dakota
945,Mark,Hayes,M,2013-10-12,10,Pre-Teen,Chula Vista,California
974,Mark,Torres,M,2018-01-25,6,Junior,Shinglehouse,Pennsylvania
208,Mary,Nelson,F,2012-10-29,11,Pre-Teen,Guadalupita,New Mexico
209,Mary,Patterson,F,2021-10-03,2,Baby,Covington,Georgia
227,Mary,Ward,F,2021-04-12,3,Baby,Grand Ridge,Florida
294,Mary,Coleman,F,2014-03-01,10,Pre-Teen,Browning,Illinois
630,Mary,Powell,F,2015-03-13,9,Pre-Teen,Spencerville,Oklahoma
674,Mary,King,F,2018-04-16,6,Junior,Woolstock,Iowa
752,Mary,James,F,2022-10-12,1,Baby,San Francisco,California
771,Mary,Stewart,F,2020-05-12,4,Junior,Bovey,Minnesota
851,Mary,Garcia,F,2012-11-08,11,Pre-Teen,Ola,Idaho
176,Mateo,Powell,M,2018-03-29,6,Junior,Denver,Colorado
460,Mateo,Cooper,M,2022-09-16,1,Baby,Plymouth,Massachusetts
475,Mateo,Sanchez,M,2015-07-16,8,Pre-Teen,Marshall,Virginia
781,Mateo,Walker,M,2010-10-02,13,Teen and Older,Saint Petersburg,Pennsylvania
840,Mateo,Miller,M,2019-12-29,4,Junior,Cedar Lake,Indiana
40,Matthew,Watson,M,2015-06-09,8,Pre-Teen,Bartlett,New Hampshire
212,Matthew,Ward,M,2024-03-26,0,Baby,Wichita,Kansas
250,Matthew,Edwards,M,2013-10-16,10,Pre-Teen,West Lafayette,Ohio
315,Matthew,Williams,M,2021-07-17,2,Baby,Lewisboro,New York
352,Matthew,Garcia,M,2021-05-26,3,Baby,Winterset,Iowa
645,Matthew,Turner,M,2011-08-27,12,Pre-Teen,Canaan,New Hampshire
894,Matthew,Hill,M,2012-10-16,11,Pre-Teen,Haslett,Michigan
266,Megan,Russell,F,2010-06-30,13,Teen and Older,Orlando,Florida
708,Megan,Hall,F,2020-11-30,3,Baby,Caldwell,New Jersey
841,Megan,Simmons,F,2016-12-05,7,Junior,Pawcatuck,Connecticut
978,Megan,Turner,F,2010-01-18,14,Teen and Older,Gaithersburg,Maryland
101,Melissa,Ramirez,F,2015-09-10,8,Pre-Teen,Yoncalla,Oregon
213,Melissa,Evans,F,2016-10-17,7,Junior,Pine Apple,Alabama
268,Melissa,Reed,F,2020-09-08,3,Baby,Encino,Texas
478,Melissa,Griffin,F,2021-03-22,3,Baby,Apopka,Florida
479,Melissa,Kelly,F,2020-05-18,4,Junior,Orient,Ohio
483,Melissa,Bennett,F,2023-07-15,0,Baby,Ranchos De Taos,New Mexico
584,Melissa,Bailey,F,2010-11-21,13,Teen and Older,Federal Way,Washington
615,Melissa,Johnson,F,2019-06-20,4,Junior,Hartford,Vermont
655,Melissa,White,F,2023-04-26,1,Baby,Washington,District of Columbia
952,Melissa,Wright,F,2019-09-30,4,Junior,East Hartland,Connecticut
20,Michael,Moore,M,2021-02-27,3,Baby,San Antonio,Texas
50,Michael,Flores,M,2018-08-13,5,Junior,Branchport,New York
66,Michael,Wilson,M,2018-04-24,6,Junior,Holtville,California
81,Michael,Hall,M,2021-06-13,2,Baby,Califon,New Jersey
127,Michael,Allen,M,2011-02-20,13,Teen and Older,Carbon Hill,Ohio
322,Michael,Phillips,M,2011-01-12,13,Teen and Older,Kent,New York
337,Michael,Perry,M,2015-04-28,9,Pre-Teen,Kansas City,Missouri
406,Michael,Flores,M,2013-04-23,11,Pre-Teen,Clemson,South Carolina
631,Michael,Gonzales,M,2023-02-16,1,Baby,Grand Rapids,Michigan
664,Michael,Roberts,M,2017-10-18,6,Junior,Phoenix,Arizona
692,Michael,Murphy,M,2022-07-23,1,Baby,Concord,Illinois
835,Michael,Clark,M,2022-10-10,1,Baby,Colburn,Idaho
987,Michael,Perry,M,2024-03-19,0,Baby,Hydaburg,Alaska
181,Michelle,Hill,F,2012-04-17,12,Pre-Teen,Meldrim,Georgia
195,Michelle,Coleman,F,2013-01-15,11,Pre-Teen,Morrilton,Arkansas
201,Michelle,Bell,F,2022-06-11,1,Baby,Painted Post,New York
312,Michelle,Robinson,F,2010-09-20,13,Teen and Older,Montrose,Colorado
340,Michelle,Hall,F,2013-10-14,10,Pre-Teen,Oakley,Michigan
431,Michelle,Alexander,F,2019-06-14,4,Junior,Otis,Massachusetts
463,Michelle,Baker,F,2020-04-26,4,Junior,Lesterville,Missouri
768,Michelle,Brooks,F,2018-11-04,5,Junior,Grover,Wyoming
916,Michelle,Alexander,F,2016-04-28,8,Pre-Teen,Hughesville,Maryland
94,Natalie,Morgan,F,2022-07-07,1,Baby,Jamestown,Rhode Island
228,Natalie,Price,F,2013-09-02,10,Pre-Teen,Whittington,Illinois
407,Natalie,White,F,2024-01-17,0,Baby,Hallock,Minnesota
458,Natalie,Kelly,F,2010-12-29,13,Teen and Older,Jacumba,California
550,Natalie,Phillips,F,2022-04-20,2,Baby,Salt Lake City,Utah
571,Natalie,James,F,2021-02-22,3,Baby,Seville,Ohio
